"sessionid","applicationid","starttime","endtime","category","use","item","count","time"
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","map tip","show tip",,6,1071
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","map tip","select parcel",,1,
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","selection","select parcels",,12,3009
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","property info","get property data",,12,3480
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","property info","open panel",,2,
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","property info","select parcel on map",,11,2572
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","client info","show site contact",,2,
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","client info","show disclaimer",,1,
33,"GrotonMA","2011-08-02 10:06:54.344+00","2011-08-02 10:08:51.07+00","client info","show comments form",,1,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","search","open panel",,1,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","search","enter criteria",,3,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","search","perform search",,3,732
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","search","select property",,1,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","selection","select parcels",,5,1153
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","selection","find abutters",,3,733
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","property info","get property data",,5,1684
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","property info","open panel",,2,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","property info","select parcel on map",,4,391
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","map tip","show tip",,32,2211
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","abutters","open panel",,1,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","map","change thematic map","Hazard Mitigation",1,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","map","change thematic map","Water Resource Protection",1,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","map","change thematic map","Wetlands",1,
34,"GrotonMA","2011-08-02 11:56:21.088+00","2011-08-02 12:02:08.59+00","map","change base map","Aerial Photo",1,
36,"GrotonMA","2011-08-02 12:42:17.044+00","2011-08-02 12:50:02.244+00","map","show legend",,1,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","property info","select parcel on map",,19,1784
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","property info","get property data",,13,1423
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","property info","open panel",,2,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","selection","select parcels",,19,2644
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","selection","find abutters",,4,2074
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","map","change thematic map","Zones and Districts",2,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","map","change thematic map","Topography",1,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","map","change thematic map","Land Use",1,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","map","change thematic map transparency",,4,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","map","pick measure area tool",,1,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","abutters","open panel",,1,
43,"GrotonMA","2011-08-02 14:06:29.449+00","2011-08-02 14:12:47.933+00","map tip","show tip",,2,155
44,"GrotonMA","2011-08-02 14:35:47.946+00","2011-08-02 14:35:57.06+00","property info","select parcel on map",,1,330
44,"GrotonMA","2011-08-02 14:35:47.946+00","2011-08-02 14:35:57.06+00","selection","select parcels",,1,321
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","search","enter criteria",,2,
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","search","perform search",,2,209
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","search","select property",,1,
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","selection","select parcels",,2,202
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","property info","get property data",,2,483
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","property info","open panel",,1,
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","property info","select parcel on map",,1,77
45,"GrotonMA","2011-08-02 14:35:57.549+00","2011-08-02 14:38:49.518+00","map tip","show tip",,5,658
46,"GrotonMA","2011-08-02 14:35:50.848+00","2011-08-02 14:38:51.457+00","search","open panel",,1,
46,"GrotonMA","2011-08-02 14:35:50.848+00","2011-08-02 14:38:51.457+00","search","enter criteria",,2,
46,"GrotonMA","2011-08-02 14:35:50.848+00","2011-08-02 14:38:51.457+00","search","perform search",,2,2250
46,"GrotonMA","2011-08-02 14:35:50.848+00","2011-08-02 14:38:51.457+00","search","select property",,1,
46,"GrotonMA","2011-08-02 14:35:50.848+00","2011-08-02 14:38:51.457+00","selection","select parcels",,1,266
46,"GrotonMA","2011-08-02 14:35:50.848+00","2011-08-02 14:38:51.457+00","property info","get property data",,1,578
46,"GrotonMA","2011-08-02 14:35:50.848+00","2011-08-02 14:38:51.457+00","property info","open panel",,1,
47,"GrotonMA","2011-08-02 14:54:44.125+00","2011-08-02 14:55:01.765+00","search","open panel",,1,
47,"GrotonMA","2011-08-02 14:54:44.125+00","2011-08-02 14:55:01.765+00","search","enter criteria",,1,
47,"GrotonMA","2011-08-02 14:54:44.125+00","2011-08-02 14:55:01.765+00","search","perform search",,1,32
48,"GrotonMA","2011-08-02 14:59:58.727+00","2011-08-02 15:00:48.351+00","search","enter criteria",,5,
48,"GrotonMA","2011-08-02 14:59:58.727+00","2011-08-02 15:00:48.351+00","search","perform search",,5,321
48,"GrotonMA","2011-08-02 14:59:58.727+00","2011-08-02 15:00:48.351+00","map","change base map","OpenStreetMap",1,
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","search","enter criteria",,1,
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","search","perform search",,1,47
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","search","select property",,1,
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","selection","select parcels",,2,328
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","property info","get property data",,2,907
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","property info","open panel",,1,
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","map tip","show tip",,10,562
49,"GrotonMA","2011-08-02 14:55:07.046+00","2011-08-02 15:00:29.625+00","map tip","select parcel",,1,
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","search","enter criteria",,3,
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","search","perform search",,3,469
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","search","select property",,1,
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","selection","select parcels",,6,890
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","property info","get property data",,6,3128
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","property info","open panel",,3,
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","property info","select parcel on map",,5,937
50,"GrotonMA","2011-08-02 15:14:28.911+00","2011-08-02 15:17:51.217+00","map tip","show tip",,8,640
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","search","enter criteria",,5,
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","search","perform search",,5,763
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","search","select property",,1,
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","search","open panel",,1,
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","search","select multiple properties",,1,
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","selection","select parcels",,2,550
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","property info","get property data",,2,379
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","property info","open panel",,3,
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","client info","open panel",,1,
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","map","show legend",,1,
51,"GrotonMA","2011-08-02 15:27:12.47+00","2011-08-02 15:29:42.04+00","map tip","show tip",,2,354
52,"GrotonMA","2011-08-02 15:30:20.804+00","2011-08-02 15:30:51.873+00","property info","open panel",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","map","change base map","Aerial Photo",1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","map","show printable map form",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","map","create printable map",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","client info","show site contact",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","client info","show comments form",,2,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","client info","reset comments",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","client info","open panel",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","property info","open panel",,4,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","property info","select parcel on map",,1,365
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","property info","get property data",,3,571
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","search","open panel",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","search","enter criteria",,6,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","search","perform search",,6,1534
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","search","select property",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","search","select multiple properties",,1,
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","selection","select parcels",,3,519
53,"GrotonMA","2011-08-02 15:37:10.68+00","2011-08-02 15:44:45.606+00","map tip","show tip",,1,424
54,"GrotonMA","2011-08-02 16:02:44.988+00","2011-08-02 16:04:48.818+00","map tip","show tip",,2,172
54,"GrotonMA","2011-08-02 16:02:44.988+00","2011-08-02 16:04:48.818+00","property info","select parcel on map",,8,796
54,"GrotonMA","2011-08-02 16:02:44.988+00","2011-08-02 16:04:48.818+00","property info","get property data",,8,1407
54,"GrotonMA","2011-08-02 16:02:44.988+00","2011-08-02 16:04:48.818+00","property info","open panel",,8,
54,"GrotonMA","2011-08-02 16:02:44.988+00","2011-08-02 16:04:48.818+00","selection","select parcels",,8,672
55,"GrotonMA","2011-08-02 16:14:35.785+00","2011-08-02 16:17:50.051+00","search","open panel",,1,
55,"GrotonMA","2011-08-02 16:14:35.785+00","2011-08-02 16:17:50.051+00","search","enter criteria",,2,
55,"GrotonMA","2011-08-02 16:14:35.785+00","2011-08-02 16:17:50.051+00","search","perform search",,2,187
55,"GrotonMA","2011-08-02 16:14:35.785+00","2011-08-02 16:17:50.051+00","search","select property",,1,
55,"GrotonMA","2011-08-02 16:14:35.785+00","2011-08-02 16:17:50.051+00","selection","select parcels",,1,125
55,"GrotonMA","2011-08-02 16:14:35.785+00","2011-08-02 16:17:50.051+00","property info","get property data",,1,625
55,"GrotonMA","2011-08-02 16:14:35.785+00","2011-08-02 16:17:50.051+00","property info","open panel",,1,
56,"GrotonMA","2011-08-02 16:07:00.241+00","2011-08-02 16:18:31.406+00","property info","select parcel on map",,31,3861
56,"GrotonMA","2011-08-02 16:07:00.241+00","2011-08-02 16:18:31.406+00","property info","get property data",,31,7580
56,"GrotonMA","2011-08-02 16:07:00.241+00","2011-08-02 16:18:31.406+00","property info","open panel",,31,
56,"GrotonMA","2011-08-02 16:07:00.241+00","2011-08-02 16:18:31.406+00","selection","select parcels",,31,3391
56,"GrotonMA","2011-08-02 16:07:00.241+00","2011-08-02 16:18:31.406+00","map tip","show tip",,40,54145
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","search","open panel",,1,
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","search","enter criteria",,7,
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","search","perform search",,7,718
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","search","select property",,2,
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","selection","select parcels",,15,1282
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","property info","get property data",,15,2751
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","property info","open panel",,12,
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","property info","select parcel on map",,13,1203
57,"GrotonMA","2011-08-02 16:19:44.093+00","2011-08-02 16:47:18.125+00","map tip","show tip",,46,1770
58,"GrotonMA","2011-08-02 16:53:19.228+00","2011-08-02 16:53:50.024+00","map","change thematic map","Topography",1,
58,"GrotonMA","2011-08-02 16:53:19.228+00","2011-08-02 16:53:50.024+00","map","change thematic map","Land Conservation",1,
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","search","enter criteria",,4,
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","search","perform search",,4,301
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","search","select property",,1,
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","selection","select parcels",,2,156
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","property info","get property data",,2,221
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","property info","select parcel on map",,1,73
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","map tip","show tip",,1,75
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","map","show printable map form",,1,
59,"GrotonMA","2011-08-02 17:35:03.629+00","2011-08-02 17:37:10.801+00","map","create printable map",,1,
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","search","open panel",,1,
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","search","enter criteria",,5,
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","search","perform search",,5,674
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","search","select property",,1,
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","selection","select parcels",,4,1828
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","property info","get property data",,4,1345
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","property info","open panel",,1,
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","property info","select parcel on map",,3,594
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","map tip","show tip",,9,1874
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","map","show printable map form",,1,
60,"GrotonMA","2011-08-02 18:07:53+00","2011-08-02 18:13:18.625+00","map","create printable map",,1,
62,"GrotonMA","2011-08-02 19:35:02.907+00","2011-08-02 19:35:24.581+00","search","enter criteria",,4,
62,"GrotonMA","2011-08-02 19:35:02.907+00","2011-08-02 19:35:24.581+00","search","perform search",,4,431
62,"GrotonMA","2011-08-02 19:35:02.907+00","2011-08-02 19:35:24.581+00","search","select property",,1,
62,"GrotonMA","2011-08-02 19:35:02.907+00","2011-08-02 19:35:24.581+00","selection","select parcels",,2,220
62,"GrotonMA","2011-08-02 19:35:02.907+00","2011-08-02 19:35:24.581+00","property info","get property data",,2,367
62,"GrotonMA","2011-08-02 19:35:02.907+00","2011-08-02 19:35:24.581+00","property info","select parcel on map",,1,76
63,"GrotonMA","2011-08-02 19:38:05.033+00","2011-08-02 19:51:59.944+00","search","enter criteria",,3,
63,"GrotonMA","2011-08-02 19:38:05.033+00","2011-08-02 19:51:59.944+00","search","perform search",,3,257
63,"GrotonMA","2011-08-02 19:38:05.033+00","2011-08-02 19:51:59.944+00","search","select property",,1,
63,"GrotonMA","2011-08-02 19:38:05.033+00","2011-08-02 19:51:59.944+00","selection","select parcels",,4,450
63,"GrotonMA","2011-08-02 19:38:05.033+00","2011-08-02 19:51:59.944+00","property info","get property data",,4,629
63,"GrotonMA","2011-08-02 19:38:05.033+00","2011-08-02 19:51:59.944+00","property info","select parcel on map",,3,245
63,"GrotonMA","2011-08-02 19:38:05.033+00","2011-08-02 19:51:59.944+00","map tip","show tip",,3,357
64,"GrotonMA","2011-08-02 19:52:00.42+00","2011-08-02 19:52:20.327+00","property info","select parcel on map",,3,547
64,"GrotonMA","2011-08-02 19:52:00.42+00","2011-08-02 19:52:20.327+00","property info","get property data",,3,265
64,"GrotonMA","2011-08-02 19:52:00.42+00","2011-08-02 19:52:20.327+00","selection","select parcels",,3,295
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","search","open panel",,1,
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","search","enter criteria",,12,
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","search","perform search",,12,8969
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","search","select property",,1,
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","selection","select parcels",,2,358
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","property info","get property data",,2,2329
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","property info","open panel",,2,
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","map tip","show tip",,11,938
65,"GrotonMA","2011-08-02 20:02:12.061+00","2011-08-02 20:06:53.521+00","map tip","select parcel",,1,
66,"GrotonMA","2011-08-02 20:22:04.801+00","2011-08-02 20:22:12.692+00","property info","select parcel on map",,1,109
66,"GrotonMA","2011-08-02 20:22:04.801+00","2011-08-02 20:22:12.692+00","selection","select parcels",,1,78
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","search","enter criteria",,8,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","search","perform search",,8,765
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","search","select property",,3,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","search","open panel",,2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","selection","select parcels",,32,2498
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","selection","find abutters",,1,109
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","property info","get property data",,32,3407
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","property info","open panel",,15,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","property info","select parcel on map",,29,1831
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change base map","Aerial Photo",2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change base map","Base Map",3,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change base map","MapQuest",1,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Zones and Districts",3,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Topography",2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Hazard Mitigation",3,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Land Conservation",2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Land Use",2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Natural Resource Protection",2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Water Resource Protection",2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","Wetlands",2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","change thematic map","none",1,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map","show legend",,2,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","map tip","show tip",,79,6891
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","abutters","open panel",,1,
68,"GrotonMA","2011-08-02 21:56:12.73+00","2011-08-02 22:17:49.859+00","client info","open panel",,1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","search","enter criteria",,4,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","search","perform search",,4,2093
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","search","select property",,1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","selection","select parcels",,3,3906
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","property info","get property data",,3,1797
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","property info","open panel",,3,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","property info","select parcel on map",,2,531
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change base map","Aerial Photo",2,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change base map","OpenStreetMap",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change base map","Base Map",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Topography",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Hazard Mitigation",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Land Conservation",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Land Use",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Natural Resource Protection",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Water Resource Protection",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Wetlands",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","Zones and Districts",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map","none",1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","show legend",,1,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map","change thematic map transparency",,4,
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map tip","show tip",,11,1139
70,"GrotonMA","2011-08-03 01:11:40.734+00","2011-08-03 01:19:28.89+00","map tip","remove parcel",,1,
71,"GrotonMA","2011-08-03 01:19:33.093+00","2011-08-03 01:21:01.343+00","property info","select parcel on map",,3,2453
71,"GrotonMA","2011-08-03 01:19:33.093+00","2011-08-03 01:21:01.343+00","property info","get property data",,3,1234
71,"GrotonMA","2011-08-03 01:19:33.093+00","2011-08-03 01:21:01.343+00","property info","open panel",,1,
71,"GrotonMA","2011-08-03 01:19:33.093+00","2011-08-03 01:21:01.343+00","selection","select parcels",,3,2578
73,"GrotonMA","2011-08-03 01:11:14.074+00","2011-08-03 01:20:52.304+00","map tip","show tip",,61,2402
73,"GrotonMA","2011-08-03 01:11:14.074+00","2011-08-03 01:20:52.304+00","property info","select parcel on map",,89,5648
73,"GrotonMA","2011-08-03 01:11:14.074+00","2011-08-03 01:20:52.304+00","property info","get property data",,87,4642
73,"GrotonMA","2011-08-03 01:11:14.074+00","2011-08-03 01:20:52.304+00","property info","open panel",,1,
73,"GrotonMA","2011-08-03 01:11:14.074+00","2011-08-03 01:20:52.304+00","selection","select parcels",,88,4739
74,"GrotonMA","2011-08-03 01:10:34.23+00","2011-08-03 01:21:17.941+00","search","enter criteria",,13,
74,"GrotonMA","2011-08-03 01:10:34.23+00","2011-08-03 01:21:17.941+00","search","perform search",,13,6563
74,"GrotonMA","2011-08-03 01:10:34.23+00","2011-08-03 01:21:17.941+00","search","select property",,1,
74,"GrotonMA","2011-08-03 01:10:34.23+00","2011-08-03 01:21:17.941+00","selection","select parcels",,1,250
74,"GrotonMA","2011-08-03 01:10:34.23+00","2011-08-03 01:21:17.941+00","property info","get property data",,1,250
74,"GrotonMA","2011-08-03 01:10:34.23+00","2011-08-03 01:21:17.941+00","property info","open panel",,1,
75,"GrotonMA","2011-08-03 03:31:30.02+00","2011-08-03 03:33:25.205+00","abutters","open panel",,1,
76,"GrotonMA","2011-08-03 03:45:38.647+00","2011-08-03 03:51:33.881+00","search","enter criteria",,2,
